2022-05-18/14:11:39		Reading training file
2022-05-19/18:03:29		Saving the best model
2022-05-19/18:03:29		Entered the predictingTestData method of the Preprocessor class
2022-05-19/18:04:22		Entered the readDataset method of the Preprocessor class
2022-05-19/18:04:22		Reading data is a success
2022-05-19/18:04:22		Entered the readDataset method of the Preprocessor class
2022-05-19/18:04:22		Reading data is a success
2022-05-19/18:04:22		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/18:04:22		Finding missing values is a success
2022-05-19/18:04:22		Entered the fillMissingValues method of the Preprocessor class
2022-05-19/18:04:22		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/18:04:22		Finding missing values is a success
2022-05-19/18:04:22		There are no null values, thus filling missing values is a success
2022-05-19/18:04:22		Entered the checkOutliers method of the Preprocessor class
2022-05-19/18:04:22		Finding outliers is a success
2022-05-19/18:04:22		Entered the replacingOutliers method of the Preprocessor class
2022-05-19/18:04:22		Entered the checkOutliers method of the Preprocessor class
2022-05-19/18:04:22		Finding outliers is a success
2022-05-19/18:04:22		Saving the plot of target data after replacing outliers is a success
2022-05-19/18:04:22		There are no outliers, thus replacing outliers is a success
2022-05-19/18:04:22		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-19/18:04:22		Creating New features is a success
2022-05-19/18:04:22		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-19/18:04:22		Creating New features is a success
2022-05-19/18:04:22		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-19/18:04:22		Entered the trainModel method of the Preprocessor class
2022-05-19/18:04:24		Training different models is a success
2022-05-19/18:04:24		Selecting the best parameters using hyperparameter tuning is a success
2022-05-19/18:04:24		Saving the best model
2022-05-19/18:04:24		Entered the predictingTestData method of the Preprocessor class
2022-05-19/18:09:09		Entered the readDataset method of the Preprocessor class
2022-05-19/18:09:09		Reading data is a success
2022-05-19/18:09:10		Entered the readDataset method of the Preprocessor class
2022-05-19/18:09:10		Reading data is a success
2022-05-19/18:09:10		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/18:09:10		Finding missing values is a success
2022-05-19/18:09:10		Entered the fillMissingValues method of the Preprocessor class
2022-05-19/18:09:10		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/18:09:10		Finding missing values is a success
2022-05-19/18:09:10		There are no null values, thus filling missing values is a success
2022-05-19/18:09:10		Entered the checkOutliers method of the Preprocessor class
2022-05-19/18:09:10		Finding outliers is a success
2022-05-19/18:09:10		Entered the replacingOutliers method of the Preprocessor class
2022-05-19/18:09:10		Entered the checkOutliers method of the Preprocessor class
2022-05-19/18:09:10		Finding outliers is a success
2022-05-19/18:09:10		Saving the plot of target data after replacing outliers is a success
2022-05-19/18:09:10		There are no outliers, thus replacing outliers is a success
2022-05-19/18:09:10		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-19/18:09:10		Creating New features is a success
2022-05-19/18:09:10		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-19/18:09:10		Creating New features is a success
2022-05-19/18:09:10		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-19/18:09:10		Entered the trainModel method of the Preprocessor class
2022-05-19/18:09:11		Training different models is a success
2022-05-19/18:09:12		Selecting the best parameters using hyperparameter tuning is a success
2022-05-19/18:09:12		Saving the best model
2022-05-19/18:09:12		Entered the predictingTestData method of the Preprocessor class
2022-05-19/18:10:08		Entered the readDataset method of the Preprocessor class
2022-05-19/18:10:08		Reading data is a success
2022-05-19/18:10:08		Entered the readDataset method of the Preprocessor class
2022-05-19/18:10:08		Reading data is a success
2022-05-19/18:10:08		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/18:10:08		Finding missing values is a success
2022-05-19/18:10:08		Entered the fillMissingValues method of the Preprocessor class
2022-05-19/18:10:08		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/18:10:08		Finding missing values is a success
2022-05-19/18:10:08		There are no null values, thus filling missing values is a success
2022-05-19/18:10:08		Entered the checkOutliers method of the Preprocessor class
2022-05-19/18:10:08		Finding outliers is a success
2022-05-19/18:10:08		Entered the replacingOutliers method of the Preprocessor class
2022-05-19/18:10:08		Entered the checkOutliers method of the Preprocessor class
2022-05-19/18:10:08		Finding outliers is a success
2022-05-19/18:10:08		Saving the plot of target data after replacing outliers is a success
2022-05-19/18:10:08		There are no outliers, thus replacing outliers is a success
2022-05-19/18:10:09		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-19/18:10:09		Creating New features is a success
2022-05-19/18:10:09		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-19/18:10:09		Creating New features is a success
2022-05-19/18:10:09		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-19/18:10:09		Entered the trainModel method of the Preprocessor class
2022-05-19/18:10:10		Training different models is a success
2022-05-19/18:10:10		Selecting the best parameters using hyperparameter tuning is a success
2022-05-19/18:10:10		Saving the best model
2022-05-19/18:10:10		Entered the predictingTestData method of the Preprocessor class
2022-05-19/19:48:44		Entered the readDataset method of the Preprocessor class
2022-05-19/19:48:44		Reading data is a success
2022-05-19/19:48:44		Entered the readDataset method of the Preprocessor class
2022-05-19/19:48:44		Reading data is a success
2022-05-19/19:48:44		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/19:48:44		Finding missing values is a success
2022-05-19/19:48:44		Entered the fillMissingValues method of the Preprocessor class
2022-05-19/19:48:44		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/19:48:44		Finding missing values is a success
2022-05-19/19:48:44		There are no null values, thus filling missing values is a success
2022-05-19/19:48:44		Entered the checkOutliers method of the Preprocessor class
2022-05-19/19:48:44		Finding outliers is a success
2022-05-19/19:48:44		Entered the replacingOutliers method of the Preprocessor class
2022-05-19/19:48:44		Entered the checkOutliers method of the Preprocessor class
2022-05-19/19:48:44		Finding outliers is a success
2022-05-19/19:48:44		Saving the plot of target data after replacing outliers is a success
2022-05-19/19:48:44		There are no outliers, thus replacing outliers is a success
2022-05-19/19:48:44		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-19/19:48:44		Creating New features is a success
2022-05-19/19:48:44		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-19/19:48:44		Creating New features is a success
2022-05-19/19:48:44		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-19/19:48:44		Entered the trainModel method of the Preprocessor class
2022-05-19/19:48:46		Training different models is a success
2022-05-19/19:48:46		Selecting the best parameters using hyperparameter tuning is a success
2022-05-19/19:48:46		Saving the best model
2022-05-19/19:48:46		Entered the predictingTestData method of the Preprocessor class
2022-05-19/19:49:06		Entered the readDataset method of the Preprocessor class
2022-05-19/19:49:06		Reading data is a success
2022-05-19/19:49:07		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/19:49:07		Finding missing values is a success
2022-05-19/19:49:07		Entered the fillMissingValues method of the Preprocessor class
2022-05-19/19:49:07		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/19:49:07		Finding missing values is a success
2022-05-19/19:49:07		There are no null values, thus filling missing values is a success
2022-05-19/19:49:07		Entered the checkOutliers method of the Preprocessor class
2022-05-19/19:49:07		Finding outliers is a success
2022-05-19/19:49:07		Entered the replacingOutliers method of the Preprocessor class
2022-05-19/19:49:07		Entered the checkOutliers method of the Preprocessor class
2022-05-19/19:49:07		Finding outliers is a success
2022-05-19/19:49:07		Saving the plot of target data after replacing outliers is a success
2022-05-19/19:49:07		There are no outliers, thus replacing outliers is a success
2022-05-19/19:49:07		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-19/19:49:07		Creating New features is a success
2022-05-19/19:49:07		Entered the removeCorrFeatures method of the Preprocessor class
2022-05-19/19:49:07		Entered the trainModel method of the Preprocessor class
2022-05-19/19:49:10		Training different models is a success
2022-05-19/19:49:10		Selecting the best parameters using hyperparameter tuning is a success
2022-05-19/19:49:11		Saving the best model
2022-05-19/19:49:11		Entered the PreparingForPrediction method of the Preprocessor class
2022-05-19/19:49:11		Entered the predictingSingleDate method of the Preprocessor class
2022-05-19/20:13:40		Entered the readDataset method of the Preprocessor class
2022-05-19/20:13:40		Reading data is a success
2022-05-19/20:13:41		Entered the readDataset method of the Preprocessor class
2022-05-19/20:13:41		Reading data is a success
2022-05-19/20:13:41		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/20:13:41		Finding missing values is a success
2022-05-19/20:13:41		Entered the fillMissingValues method of the Preprocessor class
2022-05-19/20:13:41		Entered the checkNullvalues method of the Preprocessor class
2022-05-19/20:13:41		Finding missing values is a success
2022-05-19/20:13:41		There are no null values, thus filling missing values is a success
2022-05-19/20:13:41		Entered the checkOutliers method of the Preprocessor class
2022-05-19/20:13:41		Finding outliers is a success
2022-05-19/20:13:41		Entered the replacingOutliers method of the Preprocessor class
2022-05-19/20:13:41		Entered the checkOutliers method of the Preprocessor class
2022-05-19/20:13:41		Finding outliers is a success
2022-05-19/20:13:41		Saving the plot of target data after replacing outliers is a success
2022-05-19/20:13:41		There are no outliers, thus replacing outliers is a success
2022-05-19/20:13:41		Entered the creatingNewFeatures method of the Preprocessor class
2022-05-19/20:13:41		Creating New features is a success
2022-05-19/20:13:41		Entered the creatingNewFeatures method of the Preprocessor class
